Rate,Rate,Rate,density,recip,sameXRecip
3.3992229811155923,2.520613923092301,2.237897288124343,-4.963870314399961,4.565609286771337,0.587587108024306
3.4014344971108392,2.543618957131393,2.2390455156191753,-4.9830475247625,4.55363316020639,0.6244111350801268
3.4123663950574,2.5359583762068145,2.256885594865277,-4.982873191680361,4.6122947577812665,0.5419918996981938
3.3992902402872094,2.560081736577512,2.289763267121643,-5.040190840637222,4.70614740596296,0.5594412227912352
3.4287575651887003,2.4869821860430608,2.2548505576063635,-4.9647948050206105,4.576748668676797,0.5692422572324016
3.427257409227152,2.5416505846111463,2.278129702372121,-5.003929987377142,4.612957549901942,0.5854791132298297
3.4360258465930036,2.5531696974296123,2.2451396455285133,-4.995598197446061,4.628167535852704,0.5634509085815476
3.427170714636956,2.5198953309071177,2.247482077752704,-4.967540806563863,4.57820075902712,0.5769735584848497
3.431056969727872,2.515143380044756,2.2473723449561005,-4.998625666244571,4.606272003504671,0.6037026116349408
3.428051541399213,2.5338415029298536,2.2566917336342507,-5.009176317554541,4.661755461655436,0.5489394057401976
3.4301912991935466,2.551931635206244,2.281211333242251,-5.021414297385413,4.678646795370701,0.5588790544629948
3.399186336058396,2.551909693608269,2.2701270067284876,-5.012740652178913,4.636369455655307,0.5516288442728884
3.4507225715647047,2.578864127335779,2.2771839338301527,-5.042121384448967,4.678289280602859,0.5963469595467195
3.493922723383143,2.594162813164074,2.324474957852842,-5.075846473859862,4.723490009917613,0.6179605642351325
3.4251377191079095,2.5794517976453246,2.2650299365348356,-5.021617598005028,4.634195052134597,0.6201696643446617
3.427423457783616,2.546305947516278,2.2891588062406205,-4.9967027069327425,4.598875679249205,0.594084279931345
3.4280051496254895,2.548071317270396,2.2531189458956296,-5.004886872861361,4.5975888372330065,0.608300445204275
3.4211366318747767,2.5446215572985342,2.2687687495840945,-4.982626239126415,4.61843525244679,0.5742286169481251
3.3961116925293817,2.5580907386168885,2.277953669131236,-5.009369984129357,4.623937766229231,0.5981283269623058
3.379406092529793,2.523407370521993,2.2284556416921735,-4.9501114536586135,4.576090386835769,0.5342116481125622
3.399976511364612,2.5503921924968362,2.2387742796998578,-4.9883366570904695,4.613472294406645,0.5937987650468627
3.410985021120811,2.5287990962595583,2.2401730902445993,-4.991753608268384,4.626915079447238,0.5588071313545492
3.4144842099097628,2.532888633449738,2.249517059799729,-4.985467045357335,4.597830835276795,0.596840837270227
3.424348203412686,2.527247011334055,2.267687496485375,-4.966300601054076,4.522565517128689,0.6011763514167827
3.3980081677139014,2.532077367400354,2.2700570881133295,-4.982892738633602,4.5675915031555565,0.6049938277691828
3.432092619437896,2.5290074230966932,2.2561472639179874,-4.970507650012271,4.530024085608489,0.6311132454886373
3.418319398251766,2.5248544816149083,2.2649495726318327,-4.9935747497122724,4.6108414191356255,0.5655134174806762
3.4374688576935437,2.528741923851341,2.26889204471866,-5.005590018665622,4.633307054397929,0.5868518061923361
3.404445166900641,2.5326702575768643,2.244709963356247,-4.969342077385497,4.597553357725628,0.559434645014002
3.4328345673628973,2.56314936439049,2.286136065679323,-5.032160492472189,4.6499676502095735,0.6094199767953911
3.4385524731811623,2.572871785899454,2.301989701162062,-5.040529647139797,4.64052404847062,0.6408773778359593
3.4592794663507154,2.5648934294768906,2.269963055845665,-5.020835612530204,4.644887655578706,0.6133359467342904
