thomas,icpsr,first,middle,last,suffix,born,sex,mandate,start,end,party,state,district
01308,12102,Marlow,Webster,Cook,NA,1926,M,se,1968-12-17,1974-12-27,REP,KY,NA
01270,52,George,David,Aiken,NA,1892,M,se,1941-01-03,1945-01-03,REP,VT,NA
01270,52,George,David,Aiken,NA,1892,M,se,1945-01-03,1951-01-03,REP,VT,NA
01270,52,George,David,Aiken,NA,1892,M,se,1951-01-03,1957-01-03,REP,VT,NA
01270,52,George,David,Aiken,NA,1892,M,se,1957-01-03,1963-01-03,REP,VT,NA
01270,52,George,David,Aiken,NA,1892,M,se,1963-01-09,1969-01-03,REP,VT,NA
01270,52,George,David,Aiken,NA,1892,M,se,1969-01-03,1975-01-03,REP,VT,NA
01281,645,Wallace,Foster,Bennett,NA,1898,M,se,1951-01-03,1957-01-03,REP,UT,NA
01281,645,Wallace,Foster,Bennett,NA,1898,M,se,1957-01-03,1963-01-03,REP,UT,NA
01281,645,Wallace,Foster,Bennett,NA,1898,M,se,1963-01-09,1969-01-03,REP,UT,NA
01281,645,Wallace,Foster,Bennett,NA,1898,M,se,1969-01-03,1974-12-20,REP,UT,NA
01283,688,Alan,Harvey,Bible,NA,1909,M,se,1954-12-02,1957-01-03,DEM,NV,NA
01283,688,Alan,Harvey,Bible,NA,1909,M,se,1957-01-03,1963-01-03,DEM,NV,NA
01283,688,Alan,Harvey,Bible,NA,1909,M,se,1963-01-09,1969-01-03,DEM,NV,NA
01283,688,Alan,Harvey,Bible,NA,1909,M,se,1969-01-03,1974-12-17,DEM,NV,NA
01320,10514,Peter,Hoyt,Dominick,NA,1915,M,hr,1961-01-03,1963-01-03,REP,CO,2
01320,10514,Peter,Hoyt,Dominick,NA,1915,M,se,1963-01-09,1969-01-03,REP,CO,NA
01320,10514,Peter,Hoyt,Dominick,NA,1915,M,se,1969-01-03,1975-01-03,REP,CO,NA
01326,2987,Samuel,James,Ervin,Jr.,1896,M,hr,1945-01-03,1947-01-03,DEM,NC,10
01326,2987,Samuel,James,Ervin,Jr.,1896,M,se,1954-01-01,1957-01-03,DEM,NC,NA
01326,2987,Samuel,James,Ervin,Jr.,1896,M,se,1957-01-03,1963-01-03,DEM,NC,NA
01326,2987,Samuel,James,Ervin,Jr.,1896,M,se,1963-01-09,1969-01-03,DEM,NC,NA
01326,2987,Samuel,James,Ervin,Jr.,1896,M,se,1969-01-03,1975-01-03,DEM,NC,NA
01337,3388,James,William,Fulbright,NA,1905,M,hr,1943-01-06,1945-01-03,DEM,AR,3
01337,3388,James,William,Fulbright,NA,1905,M,se,1945-01-03,1951-01-03,DEM,AR,NA
01337,3388,James,William,Fulbright,NA,1905,M,se,1951-01-03,1957-01-03,DEM,AR,NA
01337,3388,James,William,Fulbright,NA,1905,M,se,1957-01-03,1963-01-03,DEM,AR,NA
01337,3388,James,William,Fulbright,NA,1905,M,se,1963-01-09,1969-01-03,DEM,AR,NA
01337,3388,James,William,Fulbright,NA,1905,M,se,1969-01-03,1975-01-03,DEM,AR,NA
01345,10593,Edward,John,Gurney,NA,1914,M,hr,1963-01-09,1965-01-03,REP,FL,11
01345,10593,Edward,John,Gurney,NA,1914,M,hr,1965-01-04,1967-01-03,REP,FL,11
01345,10593,Edward,John,Gurney,NA,1914,M,hr,1967-01-10,1969-01-03,REP,FL,5
01345,10593,Edward,John,Gurney,NA,1914,M,se,1969-01-03,1975-01-03,REP,FL,NA
01364,12106,Harold,Everett,Hughes,NA,1922,M,se,1969-01-03,1975-01-03,DEM,IA,NA
01429,12108,William,Bart,Saxbe,NA,1916,M,se,1969-01-03,1974-01-03,REP,OH,NA
01278,12002,John,Glenn,Beall,Jr.,1927,M,hr,1969-01-03,1971-01-03,REP,MD,6
01278,12002,John,Glenn,Beall,Jr.,1927,M,se,1971-01-21,1977-01-03,REP,MD,NA
01291,10571,William,Emerson,Brock,III,1930,M,hr,1963-01-09,1965-01-03,REP,TN,3
01291,10571,William,Emerson,Brock,III,1930,M,hr,1965-01-04,1967-01-03,REP,TN,3
01291,10571,William,Emerson,Brock,III,1930,M,hr,1967-01-10,1969-01-03,REP,TN,3
01291,10571,William,Emerson,Brock,III,1930,M,hr,1969-01-03,1971-01-03,REP,TN,3
01291,10571,William,Emerson,Brock,III,1930,M,se,1971-01-21,1977-01-03,REP,TN,NA
01294,13100,James,Lane,Buckley,NA,1923,M,se,1971-01-21,1977-01-03,REP,NY,NA
01330,10804,Paul,Jones,Fannin,NA,1907,M,se,1965-01-04,1971-01-03,REP,AZ,NA
01330,10804,Paul,Jones,Fannin,NA,1907,M,se,1971-01-21,1977-01-03,REP,AZ,NA
01333,3255,Hiram,Leong,Fong,NA,1906,M,se,1959-01-07,1965-01-03,REP,HI,NA
01333,3255,Hiram,Leong,Fong,NA,1906,M,se,1965-01-04,1971-01-03,REP,HI,NA
01333,3255,Hiram,Leong,Fong,NA,1906,M,se,1971-01-21,1977-01-03,REP,HI,NA
01348,4148,Philip,Aloysius,Hart,NA,1912,M,se,1959-01-07,1965-01-03,DEM,MI,NA
01348,4148,Philip,Aloysius,Hart,NA,1912,M,se,1965-01-04,1971-01-03,DEM,MI,NA
01348,4148,Philip,Aloysius,Hart,NA,1912,M,se,1971-01-21,1977-01-03,DEM,MI,NA
01349,4154,Rupert,Vance,Hartke,NA,1919,M,se,1959-01-07,1965-01-03,DEM,IN,NA
01349,4154,Rupert,Vance,Hartke,NA,1919,M,se,1965-01-04,1971-01-03,DEM,IN,NA
01349,4154,Rupert,Vance,Hartke,NA,1919,M,se,1971-01-21,1977-01-03,DEM,IN,NA
01362,4660,Roman,Lee,Hruska,NA,1904,M,hr,1953-01-03,1954-11-08,REP,NE,2
01362,4660,Roman,Lee,Hruska,NA,1904,M,se,1954-11-08,1959-01-03,REP,NE,NA
01362,4660,Roman,Lee,Hruska,NA,1904,M,se,1959-01-07,1965-01-03,REP,NE,NA
01362,4660,Roman,Lee,Hruska,NA,1904,M,se,1965-01-04,1971-01-03,REP,NE,NA
01362,4660,Roman,Lee,Hruska,NA,1904,M,se,1971-01-21,1976-12-27,REP,NE,NA
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,hr,1943-01-06,1945-01-03,DEM,MT,1
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,hr,1945-01-03,1947-01-03,DEM,MT,1
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,hr,1947-01-03,1949-01-03,DEM,MT,1
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,hr,1949-01-03,1951-01-03,DEM,MT,1
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,hr,1951-01-03,1953-01-03,DEM,MT,1
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,se,1953-01-03,1959-01-03,DEM,MT,NA
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,se,1959-01-07,1965-01-03,DEM,MT,NA
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,se,1965-01-04,1971-01-03,DEM,MT,NA
01389,5967,Michael,Joseph,Mansfield,NA,1903,M,se,1971-01-21,1977-01-03,DEM,MT,NA
01396,6249,Gale,William,McGee,NA,1915,M,se,1959-01-07,1965-01-03,DEM,WY,NA
01396,6249,Gale,William,McGee,NA,1915,M,se,1965-01-04,1971-01-03,DEM,WY,NA
01396,6249,Gale,William,McGee,NA,1915,M,se,1971-01-21,1977-01-03,DEM,WY,NA
01403,6611,Joseph,Manuel,Montoya,NA,1915,M,hr,1957-01-03,1959-01-03,DEM,NM,0
01403,6611,Joseph,Manuel,Montoya,NA,1915,M,hr,1959-01-07,1961-01-03,DEM,NM,0
01403,6611,Joseph,Manuel,Montoya,NA,1915,M,hr,1961-01-03,1963-01-03,DEM,NM,0
01403,6611,Joseph,Manuel,Montoya,NA,1915,M,hr,1963-01-09,1964-11-03,DEM,NM,0
01403,6611,Joseph,Manuel,Montoya,NA,1915,M,se,1964-11-04,1965-01-03,DEM,NM,NA
01403,6611,Joseph,Manuel,Montoya,NA,1915,M,se,1965-01-04,1971-01-03,DEM,NM,NA
01403,6611,Joseph,Manuel,Montoya,NA,1915,M,se,1971-01-21,1977-01-03,DEM,NM,NA
01406,6754,Frank,Edward,Moss,NA,1911,M,se,1959-01-07,1965-01-03,DEM,UT,NA
01406,6754,Frank,Edward,Moss,NA,1911,M,se,1965-01-04,1971-01-03,DEM,UT,NA
01406,6754,Frank,Edward,Moss,NA,1911,M,se,1971-01-21,1977-01-03,DEM,UT,NA
01415,7229,John,Orlando,Pastore,NA,1907,M,se,1950-12-19,1953-01-03,DEM,RI,NA
01415,7229,John,Orlando,Pastore,NA,1907,M,se,1953-01-03,1959-01-03,DEM,RI,NA
01415,7229,John,Orlando,Pastore,NA,1907,M,se,1959-01-07,1965-01-03,DEM,RI,NA
01415,7229,John,Orlando,Pastore,NA,1907,M,se,1965-01-04,1971-01-03,DEM,RI,NA
01415,7229,John,Orlando,Pastore,NA,1907,M,se,1971-01-21,1976-12-28,DEM,RI,NA
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,hr,1941-01-03,1943-01-03,REP,PA,7
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,hr,1943-01-06,1945-01-03,REP,PA,7
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,hr,1947-01-03,1949-01-03,REP,PA,6
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,hr,1949-01-03,1951-01-03,REP,PA,6
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,hr,1951-01-03,1953-01-03,REP,PA,6
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,hr,1953-01-03,1955-01-03,REP,PA,6
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,hr,1955-01-05,1957-01-03,REP,PA,6
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,hr,1957-01-03,1959-01-03,REP,PA,6
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,se,1959-01-07,1965-01-03,REP,PA,NA
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,se,1965-01-04,1971-01-03,REP,PA,NA
01432,8301,Hugh,Doggett,Scott,Jr.,1900,M,se,1971-01-21,1977-01-03,REP,PA,NA
01444,9141,William,Stuart,Symington,NA,1901,M,se,1953-01-03,1959-01-03,DEM,MO,NA
01444,9141,William,Stuart,Symington,NA,1901,M,se,1959-01-07,1965-01-03,DEM,MO,NA
01444,9141,William,Stuart,Symington,NA,1901,M,se,1965-01-04,1971-01-03,DEM,MO,NA
01444,9141,William,Stuart,Symington,NA,1901,M,se,1971-01-21,1976-12-27,DEM,MO,NA
01445,10630,Robert,NA,Taft,Jr.,1917,M,hr,1963-01-09,1965-01-03,REP,OH,0
01445,10630,Robert,NA,Taft,Jr.,1917,M,hr,1967-01-10,1969-01-03,REP,OH,1
01445,10630,Robert,NA,Taft,Jr.,1917,M,hr,1969-01-03,1971-01-03,REP,OH,1
01445,10630,Robert,NA,Taft,Jr.,1917,M,se,1971-01-21,1976-12-28,REP,OH,NA
01450,10777,John,Varick,Tunney,NA,1934,M,hr,1965-01-04,1967-01-03,DEM,CA,38
01450,10777,John,Varick,Tunney,NA,1934,M,hr,1967-01-10,1969-01-03,DEM,CA,38
01450,10777,John,Varick,Tunney,NA,1934,M,hr,1969-01-03,1971-01-03,DEM,CA,38
01450,10777,John,Varick,Tunney,NA,1934,M,se,1971-01-21,1977-01-03,DEM,CA,NA
01268,13000,James,George,Abourezk,NA,1931,M,hr,1971-01-21,1973-01-03,DEM,SD,2
01268,13000,James,George,Abourezk,NA,1931,M,se,1973-01-03,1979-01-03,DEM,SD,NA
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1935-01-03,1937-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1937-01-05,1939-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1939-01-03,1941-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1941-01-03,1943-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1943-01-06,1945-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1945-01-03,1947-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1947-01-03,1949-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1949-01-03,1951-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1951-01-03,1953-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1953-01-03,1955-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1955-01-05,1957-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1957-01-03,1959-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1959-01-07,1961-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1961-01-03,1963-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1963-01-09,1965-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1965-01-04,1967-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1967-01-10,1969-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1969-01-03,1971-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1971-01-21,1973-01-03,REP,IL,17
00027,226,Leslie,Cornelius,Arends,NA,1895,M,hr,1973-01-03,1975-01-03,REP,IL,15
00046,13005,LaMar,NA,Baker,NA,1915,M,hr,1971-01-21,1973-01-03,REP,TN,3
00046,13005,LaMar,NA,Baker,NA,1915,M,hr,1973-01-03,1975-01-03,REP,TN,3
01276,14100,Dewey,Follett,Bartlett,NA,1919,M,se,1973-01-03,1979-01-03,REP,OK,NA
00092,11002,Benjamin,Bentley,Blackburn,NA,1927,M,hr,1967-01-10,1969-01-03,REP,GA,4
00092,11002,Benjamin,Bentley,Blackburn,NA,1927,M,hr,1969-01-03,1971-01-03,REP,GA,4
00092,11002,Benjamin,Bentley,Blackburn,NA,1927,M,hr,1971-01-21,1973-01-03,REP,GA,4
00092,11002,Benjamin,Bentley,Blackburn,NA,1927,M,hr,1973-01-03,1975-01-03,REP,GA,4
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1947-01-03,1949-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1949-01-03,1951-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1951-01-03,1953-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1953-01-03,1955-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1955-01-05,1957-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1957-01-03,1959-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1959-01-07,1961-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1961-01-03,1963-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1963-01-09,1965-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1965-01-04,1967-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1967-01-10,1969-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1969-01-03,1971-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1971-01-21,1973-01-03,DEM,MN,8
00095,789,John,Anton,Blatnik,NA,1911,M,hr,1973-01-03,1975-01-03,DEM,MN,8
00118,11004,Frank,James,Brasco,NA,1932,M,hr,1967-01-10,1969-01-03,DEM,NY,11
00118,11004,Frank,James,Brasco,NA,1932,M,hr,1969-01-03,1971-01-03,DEM,NY,11
00118,11004,Frank,James,Brasco,NA,1932,M,hr,1971-01-21,1973-01-03,DEM,NY,11
00118,11004,Frank,James,Brasco,NA,1932,M,hr,1973-01-03,1975-01-03,DEM,NY,11
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1951-01-03,1953-01-03,REP,IN,7
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1953-01-03,1955-01-03,REP,IN,7
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1955-01-05,1957-01-03,REP,IN,7
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1957-01-03,1959-01-03,REP,IN,7
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1959-01-07,1961-01-03,REP,IN,7
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1961-01-03,1963-01-03,REP,IN,7
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1963-01-09,1965-01-03,REP,IN,7
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1965-01-04,1967-01-03,REP,IN,7
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1967-01-10,1969-01-03,REP,IN,6
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1969-01-03,1971-01-03,REP,IN,6
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1971-01-21,1973-01-03,REP,IN,6
00119,986,William,Gilmer,Bray,NA,1903,M,hr,1973-01-03,1975-01-03,REP,IN,6
01292,11201,Edward,William,Brooke,III,1919,M,se,1967-01-10,1973-01-03,REP,MA,NA
01292,11201,Edward,William,Brooke,III,1919,M,se,1973-01-03,1979-01-03,REP,MA,NA
00129,10572,Donald,Glenn,Brotzman,NA,1922,M,hr,1963-01-09,1965-01-03,REP,CO,2
00129,10572,Donald,Glenn,Brotzman,NA,1922,M,hr,1967-01-10,1969-01-03,REP,CO,2
00129,10572,Donald,Glenn,Brotzman,NA,1922,M,hr,1969-01-03,1971-01-03,REP,CO,2
00129,10572,Donald,Glenn,Brotzman,NA,1922,M,hr,1971-01-21,1973-01-03,REP,CO,2
00129,10572,Donald,Glenn,Brotzman,NA,1922,M,hr,1973-01-03,1975-01-03,REP,CO,2
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1953-01-03,1955-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1955-01-05,1957-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1957-01-03,1959-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1959-01-07,1961-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1961-01-03,1963-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1963-01-09,1965-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1965-01-04,1967-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1967-01-10,1969-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1969-01-03,1971-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1971-01-21,1973-01-03,REP,VA,10
00139,1154,Joel,Thomas,Broyhill,NA,1919,M,hr,1973-01-03,1975-01-03,REP,VA,10
00167,12006,John,Newbold Happy,Camp,NA,1908,M,hr,1969-01-03,1971-01-03,REP,OK,6
00167,12006,John,Newbold Happy,Camp,NA,1908,M,hr,1971-01-21,1973-01-03,REP,OK,6
00167,12006,John,Newbold Happy,Camp,NA,1908,M,hr,1973-01-03,1975-01-03,REP,OK,6
00175,10508,Hugh,Leo,Carey,NA,1919,M,hr,1961-01-03,1963-01-03,DEM,NY,12
00175,10508,Hugh,Leo,Carey,NA,1919,M,hr,1963-01-09,1965-01-03,DEM,NY,15
00175,10508,Hugh,Leo,Carey,NA,1919,M,hr,1965-01-04,1967-01-03,DEM,NY,15
00175,10508,Hugh,Leo,Carey,NA,1919,M,hr,1967-01-10,1969-01-03,DEM,NY,15
00175,10508,Hugh,Leo,Carey,NA,1919,M,hr,1969-01-03,1971-01-03,DEM,NY,15
00175,10508,Hugh,Leo,Carey,NA,1919,M,hr,1971-01-21,1973-01-03,DEM,NY,15
00175,10508,Hugh,Leo,Carey,NA,1919,M,hr,1973-01-03,1975-01-03,DEM,NY,15
01302,1569,Clifford,Philip,Case,NA,1904,M,hr,1945-01-03,1947-01-03,REP,NJ,6
01302,1569,Clifford,Philip,Case,NA,1904,M,hr,1947-01-03,1949-01-03,REP,NJ,6
01302,1569,Clifford,Philip,Case,NA,1904,M,hr,1949-01-03,1951-01-03,REP,NJ,6
01302,1569,Clifford,Philip,Case,NA,1904,M,hr,1951-01-03,1953-01-03,REP,NJ,6
01302,1569,Clifford,Philip,Case,NA,1904,M,hr,1953-01-03,1955-01-03,REP,NJ,6
01302,1569,Clifford,Philip,Case,NA,1904,M,se,1955-01-05,1961-01-03,REP,NJ,NA
01302,1569,Clifford,Philip,Case,NA,1904,M,se,1961-01-03,1967-01-03,REP,NJ,NA
01302,1569,Clifford,Philip,Case,NA,1904,M,se,1967-01-10,1973-01-03,REP,NJ,NA
01302,1569,Clifford,Philip,Case,NA,1904,M,se,1973-01-03,1979-01-03,REP,NJ,NA
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1957-01-03,1959-01-03,REP,MI,6
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1959-01-07,1961-01-03,REP,MI,6
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1961-01-03,1963-01-03,REP,MI,6
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1963-01-09,1965-01-03,REP,MI,6
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1965-01-04,1967-01-03,REP,MI,6
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1967-01-10,1969-01-03,REP,MI,6
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1969-01-03,1971-01-03,REP,MI,6
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1971-01-21,1973-01-03,REP,MI,6
00187,1620,Charles,Ernest,Chamberlain,NA,1917,M,hr,1973-01-03,1975-01-03,REP,MI,6
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1955-01-05,1957-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1957-01-03,1959-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1959-01-07,1961-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1961-01-03,1963-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1963-01-09,1965-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1965-01-04,1967-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1967-01-10,1969-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1969-01-03,1971-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1971-01-21,1973-01-03,DEM,PA,25
00199,1763,Frank,Monroe,Clark,NA,1915,M,hr,1973-01-03,1975-01-03,DEM,PA,25
01306,14102,Richard,Clarence,Clark,NA,1928,M,se,1973-01-03,1979-01-03,DEM,IA,NA
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1957-01-03,1959-01-03,REP,IL,10
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1959-01-07,1961-01-03,REP,IL,10
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1961-01-03,1963-01-03,REP,IL,10
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1963-01-09,1965-01-03,REP,IL,10
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1965-01-04,1967-01-03,REP,IL,10
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1967-01-10,1969-01-03,REP,IL,10
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1969-01-03,1971-01-03,REP,IL,10
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1971-01-21,1973-01-03,REP,IL,10
00218,1941,Harold,Reginald,Collier,NA,1915,M,hr,1973-01-03,1975-01-03,REP,IL,6
00253,14012,Paul,William,Cronin,NA,1938,M,hr,1973-01-03,1975-01-03,REP,MA,5
01312,2267,Carl,Thomas,Curtis,NA,1905,M,hr,1939-01-03,1941-01-03,REP,NE,4
01312,2267,Carl,Thomas,Curtis,NA,1905,M,hr,1941-01-03,1943-01-03,REP,NE,4
01312,2267,Carl,Thomas,Curtis,NA,1905,M,hr,1943-01-06,1945-01-03,REP,NE,1
01312,2267,Carl,Thomas,Curtis,NA,1905,M,hr,1945-01-03,1947-01-03,REP,NE,1
01312,2267,Carl,Thomas,Curtis,NA,1905,M,hr,1947-01-03,1949-01-03,REP,NE,1
01312,2267,Carl,Thomas,Curtis,NA,1905,M,hr,1949-01-03,1951-01-03,REP,NE,1
01312,2267,Carl,Thomas,Curtis,NA,1905,M,hr,1951-01-03,1953-01-03,REP,NE,1
01312,2267,Carl,Thomas,Curtis,NA,1905,M,hr,1953-01-03,1955-01-03,REP,NE,1
01312,2267,Carl,Thomas,Curtis,NA,1905,M,se,1955-01-05,1961-01-03,REP,NE,NA
01312,2267,Carl,Thomas,Curtis,NA,1905,M,se,1961-01-03,1967-01-03,REP,NE,NA
01312,2267,Carl,Thomas,Curtis,NA,1905,M,se,1967-01-10,1973-01-03,REP,NE,NA
01312,2267,Carl,Thomas,Curtis,NA,1905,M,se,1973-01-03,1979-01-03,REP,NE,NA
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1947-01-03,1949-01-03,REP,WI,2
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1949-01-03,1951-01-03,REP,WI,2
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1951-01-03,1953-01-03,REP,WI,2
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1953-01-03,1955-01-03,REP,WI,2
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1955-01-05,1957-01-03,REP,WI,2
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1965-01-04,1967-01-03,REP,WI,9
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1967-01-10,1969-01-03,REP,WI,9
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1969-01-03,1971-01-03,REP,WI,9
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1971-01-21,1973-01-03,REP,WI,9
00269,2383,Glenn,Robert,Davis,NA,1914,M,hr,1973-01-03,1975-01-03,REP,WI,9
00271,10512,John,William,Davis,NA,1916,M,hr,1961-01-03,1963-01-03,DEM,GA,7
00271,10512,John,William,Davis,NA,1916,M,hr,1963-01-09,1965-01-03,DEM,GA,7
00271,10512,John,William,Davis,NA,1916,M,hr,1965-01-04,1967-01-03,DEM,GA,7
00271,10512,John,William,Davis,NA,1916,M,hr,1967-01-10,1969-01-03,DEM,GA,7
00271,10512,John,William,Davis,NA,1916,M,hr,1969-01-03,1971-01-03,DEM,GA,7
00271,10512,John,William,Davis,NA,1916,M,hr,1971-01-21,1973-01-03,DEM,GA,7
00271,10512,John,William,Davis,NA,1916,M,hr,1973-01-03,1975-01-03,DEM,GA,7
00283,11011,John,Richard,Dellenback,NA,1918,M,hr,1967-01-10,1969-01-03,REP,OR,4
00283,11011,John,Richard,Dellenback,NA,1918,M,hr,1969-01-03,1971-01-03,REP,OR,4
00283,11011,John,Richard,Dellenback,NA,1918,M,hr,1971-01-21,1973-01-03,REP,OR,4
