thomas,icpsr,first,middle,last,suffix,born,sex,mandate,start,end,party,state,district
00168,15407,Ben,Nighthorse,Campbell,NA,1933,M,hr,1991-01-03,1993-01-03,DEM,CO,3
00168,15407,Ben,Nighthorse,Campbell,NA,1933,M,se,1993-01-05,1999-01-03,REP,CO,NA
00168,15407,Ben,Nighthorse,Campbell,NA,1933,M,se,1999-01-06,2005-01-03,REP,CO,NA
00170,15600,Tom,NA,Campbell,NA,1952,M,hr,1989-01-03,1991-01-03,REP,CA,12
00170,15600,Tom,NA,Campbell,NA,1952,M,hr,1991-01-03,1993-01-03,REP,CA,12
00170,15600,Tom,NA,Campbell,NA,1952,M,hr,1995-12-12,1997-01-03,REP,CA,15
00170,15600,Tom,NA,Campbell,NA,1952,M,hr,1997-01-07,1999-01-03,REP,CA,15
00170,15600,Tom,NA,Campbell,NA,1952,M,hr,1999-01-06,2001-01-03,REP,CA,15
00171,29332,Charles,T.,Canady,NA,1954,M,hr,1993-01-05,1995-01-03,REP,FL,12
00171,29332,Charles,T.,Canady,NA,1954,M,hr,1995-01-04,1997-01-03,REP,FL,12
00171,29332,Charles,T.,Canady,NA,1954,M,hr,1997-01-07,1999-01-03,REP,FL,12
00171,29332,Charles,T.,Canady,NA,1954,M,hr,1999-01-06,2001-01-03,REP,FL,12
00194,29514,Helen,NA,Chenoweth-Hage,NA,1938,F,hr,1995-01-04,1997-01-03,REP,ID,1
00194,29514,Helen,NA,Chenoweth-Hage,NA,1938,F,hr,1997-01-07,1999-01-03,REP,ID,1
00194,29514,Helen,NA,Chenoweth-Hage,NA,1938,F,hr,1999-01-06,2001-01-03,REP,ID,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1969-01-03,1971-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1971-01-21,1973-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1973-01-03,1975-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1975-01-14,1977-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1977-01-04,1979-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1979-01-15,1981-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1981-01-05,1983-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1983-01-03,1985-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1985-01-03,1987-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1987-01-06,1989-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1989-01-03,1991-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1991-01-03,1993-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1993-01-05,1995-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1995-01-04,1997-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1997-01-07,1999-01-03,DEM,MO,1
00203,12009,William,Lacy,Clay,Sr.,1931,M,hr,1999-01-06,2001-01-03,DEM,MO,1
01475,29765,Merrill,NA,Cook,NA,1946,M,hr,1997-01-07,1999-01-03,REP,UT,2
01475,29765,Merrill,NA,Cook,NA,1946,M,hr,1999-01-06,2001-01-03,REP,UT,2
01310,49301,Paul,D.,Coverdell,NA,1939,M,se,1993-01-05,1999-01-03,REP,GA,NA
01310,49301,Paul,D.,Coverdell,NA,1939,M,se,1999-01-06,2001-01-03,REP,GA,NA
00265,29370,Pat,NA,Danner,NA,1934,F,hr,1993-01-05,1995-01-03,DEM,MO,6
00265,29370,Pat,NA,Danner,NA,1934,F,hr,1995-01-04,1997-01-03,DEM,MO,6
00265,29370,Pat,NA,Danner,NA,1934,F,hr,1997-01-07,1999-01-03,DEM,MO,6
00265,29370,Pat,NA,Danner,NA,1934,F,hr,1999-01-06,2001-01-03,DEM,MO,6
00267,14617,Thomas,A.,Daschle,NA,1947,M,hr,1979-01-15,1981-01-03,DEM,SD,1
00267,14617,Thomas,A.,Daschle,NA,1947,M,hr,1981-01-05,1983-01-03,DEM,SD,1
00267,14617,Thomas,A.,Daschle,NA,1947,M,hr,1983-01-03,1985-01-03,DEM,SD,0
00267,14617,Thomas,A.,Daschle,NA,1947,M,hr,1985-01-03,1987-01-03,DEM,SD,0
00267,14617,Thomas,A.,Daschle,NA,1947,M,se,1987-01-06,1993-01-03,DEM,SD,NA
00267,14617,Thomas,A.,Daschle,NA,1947,M,se,1993-01-05,1999-01-03,DEM,SD,NA
00267,14617,Thomas,A.,Daschle,NA,1947,M,se,1999-01-06,2005-01-03,DEM,SD,NA
00295,29307,Jay,NA,Dickey,NA,1939,M,hr,1993-01-05,1995-01-03,REP,AR,4
00295,29307,Jay,NA,Dickey,NA,1939,M,hr,1995-01-04,1997-01-03,REP,AR,4
00295,29307,Jay,NA,Dickey,NA,1939,M,hr,1997-01-07,1999-01-03,REP,AR,4
00295,29307,Jay,NA,Dickey,NA,1939,M,hr,1999-01-06,2001-01-03,REP,AR,4
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1979-01-15,1981-01-03,DEM,CA,28
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1981-01-05,1983-01-03,DEM,CA,28
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1983-01-03,1985-01-03,DEM,CA,28
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1985-01-03,1987-01-03,DEM,CA,28
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1987-01-06,1989-01-03,DEM,CA,28
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1989-01-03,1991-01-03,DEM,CA,28
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1991-01-03,1993-01-03,DEM,CA,28
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1993-01-05,1995-01-03,DEM,CA,32
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1995-01-04,1997-01-03,DEM,CA,32
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1997-01-07,1999-01-03,DEM,CA,32
00301,14620,Julian,C.,Dixon,NA,1934,M,hr,1999-01-06,2001-01-03,DEM,CA,32
01573,49902,John,Reid,Edwards,NA,1953,M,se,1999-01-06,2005-01-03,DEM,NC,NA
00366,29115,Thomas,W.,Ewing,NA,1935,M,hr,1991-01-03,1993-01-03,REP,IL,15
00366,29115,Thomas,W.,Ewing,NA,1935,M,hr,1993-01-05,1995-01-03,REP,IL,15
00366,29115,Thomas,W.,Ewing,NA,1935,M,hr,1995-01-04,1997-01-03,REP,IL,15
00366,29115,Thomas,W.,Ewing,NA,1935,M,hr,1997-01-07,1999-01-03,REP,IL,15
00366,29115,Thomas,W.,Ewing,NA,1935,M,hr,1999-01-06,2001-01-03,REP,IL,15
01571,49900,Peter,G.,Fitzgerald,NA,1960,M,se,1999-01-06,2005-01-03,REP,IL,NA
00398,NA,Michael,P.,Forbes,NA,1952,M,hr,1995-01-04,1997-01-03,REP,NY,1
00398,NA,Michael,P.,Forbes,NA,1952,M,hr,1997-01-07,1999-01-03,REP,NY,1
00398,NA,Michael,P.,Forbes,NA,1952,M,hr,1999-01-06,2001-01-03,DEM,NY,1
00404,29329,Tillie,K.,Fowler,NA,1942,F,hr,1993-01-05,1995-01-03,REP,FL,4
00404,29329,Tillie,K.,Fowler,NA,1942,F,hr,1995-01-04,1997-01-03,REP,FL,4
00404,29329,Tillie,K.,Fowler,NA,1942,F,hr,1997-01-07,1999-01-03,REP,FL,4
00404,29329,Tillie,K.,Fowler,NA,1942,F,hr,1999-01-06,2001-01-03,REP,FL,4
00409,29371,Bob,NA,Franks,NA,1951,M,hr,1993-01-05,1995-01-03,REP,NJ,7
00409,29371,Bob,NA,Franks,NA,1951,M,hr,1995-01-04,1997-01-03,REP,NJ,7
00409,29371,Bob,NA,Franks,NA,1951,M,hr,1997-01-07,1999-01-03,REP,NJ,7
00409,29371,Bob,NA,Franks,NA,1951,M,hr,1999-01-06,2001-01-03,REP,NJ,7
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1981-01-05,1983-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1983-01-03,1985-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1985-01-03,1987-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1987-01-06,1989-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1989-01-03,1991-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1991-01-03,1993-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1993-01-05,1995-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1995-01-04,1997-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1997-01-07,1999-01-03,DEM,CT,2
00431,14825,Sam,NA,Gejdenson,NA,1948,M,hr,1999-01-06,2001-01-03,DEM,CT,2
00447,14288,William,F.,Goodling,NA,1927,M,hr,1975-01-14,1977-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1977-01-04,1979-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1979-01-15,1981-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1981-01-05,1983-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1983-01-03,1985-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1985-01-03,1987-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1987-01-06,1989-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1989-01-03,1991-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1991-01-03,1993-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1993-01-05,1995-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1995-01-04,1997-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1997-01-07,1999-01-03,REP,PA,19
00447,14288,William,F.,Goodling,NA,1927,M,hr,1999-01-06,2001-01-03,REP,PA,19
01342,15503,Bob,NA,Graham,NA,1936,M,se,1987-01-06,1993-01-03,DEM,FL,NA
01342,15503,Bob,NA,Graham,NA,1936,M,se,1993-01-05,1999-01-03,DEM,FL,NA
01342,15503,Bob,NA,Graham,NA,1936,M,se,1999-01-06,2005-01-03,DEM,FL,NA
01489,29738,Rick,NA,Hill,NA,1946,M,hr,1997-01-07,1999-01-03,REP,MT,0
01489,29738,Rick,NA,Hill,NA,1946,M,hr,1999-01-06,2001-01-03,REP,MT,0
01361,11204,Ernest,F.,Hollings,NA,1922,M,se,1966-11-09,1969-01-03,DEM,SC,NA
01361,11204,Ernest,F.,Hollings,NA,1922,M,se,1969-01-03,1975-01-03,DEM,SC,NA
01361,11204,Ernest,F.,Hollings,NA,1922,M,se,1975-01-14,1981-01-03,DEM,SC,NA
01361,11204,Ernest,F.,Hollings,NA,1922,M,se,1981-01-05,1987-01-03,DEM,SC,NA
01361,11204,Ernest,F.,Hollings,NA,1922,M,se,1987-01-06,1993-01-03,DEM,SC,NA
01361,11204,Ernest,F.,Hollings,NA,1922,M,se,1993-01-05,1999-01-03,DEM,SC,NA
01361,11204,Ernest,F.,Hollings,NA,1922,M,se,1999-01-06,2005-01-03,DEM,SC,NA
00618,15030,John,R.,Kasich,NA,1952,M,hr,1983-01-03,1985-01-03,REP,OH,12
00618,15030,John,R.,Kasich,NA,1952,M,hr,1985-01-03,1987-01-03,REP,OH,12
00618,15030,John,R.,Kasich,NA,1952,M,hr,1987-01-06,1989-01-03,REP,OH,12
00618,15030,John,R.,Kasich,NA,1952,M,hr,1989-01-03,1991-01-03,REP,OH,12
00618,15030,John,R.,Kasich,NA,1952,M,hr,1991-01-03,1993-01-03,REP,OH,12
00618,15030,John,R.,Kasich,NA,1952,M,hr,1993-01-05,1995-01-03,REP,OH,12
00618,15030,John,R.,Kasich,NA,1952,M,hr,1995-01-04,1997-01-03,REP,OH,12
00618,15030,John,R.,Kasich,NA,1952,M,hr,1997-01-07,1999-01-03,REP,OH,12
00618,15030,John,R.,Kasich,NA,1952,M,hr,1999-01-06,2001-01-03,REP,OH,12
00639,29395,Ron,NA,Klink,NA,1951,M,hr,1993-01-05,1995-01-03,DEM,PA,4
00639,29395,Ron,NA,Klink,NA,1951,M,hr,1995-01-04,1997-01-03,DEM,PA,4
00639,29395,Ron,NA,Klink,NA,1951,M,hr,1997-01-07,1999-01-03,DEM,PA,4
00639,29395,Ron,NA,Klink,NA,1951,M,hr,1999-01-06,2001-01-03,DEM,PA,4
01582,29904,Steven,T.,Kuykendall,NA,1947,M,hr,1999-01-06,2001-01-03,REP,CA,36
00670,29374,Rick,A.,Lazio,NA,1958,M,hr,1993-01-05,1995-01-03,REP,NY,2
00670,29374,Rick,A.,Lazio,NA,1958,M,hr,1995-01-04,1997-01-03,REP,NY,2
00670,29374,Rick,A.,Lazio,NA,1958,M,hr,1997-01-07,1999-01-03,REP,NY,2
00670,29374,Rick,A.,Lazio,NA,1958,M,hr,1999-01-06,2001-01-03,REP,NY,2
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1977-01-04,1979-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1979-01-15,1981-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1981-01-05,1983-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1983-01-03,1985-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1985-01-03,1987-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1987-01-06,1989-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1989-01-03,1991-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1991-01-03,1993-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1993-01-05,1995-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1995-01-04,1997-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1997-01-07,1999-01-03,REP,LA,1
00696,14469,Robert,Linligthgow,Livingston,Jr.,1943,M,hr,1999-01-06,1999-03-01,REP,LA,1
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1981-01-05,1983-01-03,DEM,CA,30
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1983-01-03,1985-01-03,DEM,CA,30
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1985-01-03,1987-01-03,DEM,CA,30
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1987-01-06,1989-01-03,DEM,CA,30
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1989-01-03,1991-01-03,DEM,CA,30
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1991-01-03,1993-01-03,DEM,CA,30
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1993-01-05,1995-01-03,DEM,CA,31
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1995-01-04,1997-01-03,DEM,CA,31
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1997-01-07,1999-01-03,DEM,CA,31
00743,14879,Matthew,G.,Martínez,NA,1929,M,hr,1999-01-06,2001-01-03,REP,CA,31
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1981-01-05,1983-01-03,REP,FL,5
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1983-01-03,1985-01-03,REP,FL,5
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1985-01-03,1987-01-03,REP,FL,5
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1987-01-06,1989-01-03,REP,FL,5
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1989-01-03,1991-01-03,REP,FL,5
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1991-01-03,1993-01-03,REP,FL,5
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1993-01-05,1995-01-03,REP,FL,8
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1995-01-04,1997-01-03,REP,FL,8
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1997-01-07,1999-01-03,REP,FL,8
00761,14842,Bill,NA,McCollum,NA,1944,M,hr,1999-01-06,2001-01-03,REP,FL,8
00776,29518,David,M.,McIntosh,NA,1958,M,hr,1995-01-04,1997-01-03,REP,IN,2
00776,29518,David,M.,McIntosh,NA,1958,M,hr,1997-01-07,1999-01-03,REP,IN,2
00776,29518,David,M.,McIntosh,NA,1958,M,hr,1999-01-06,2001-01-03,REP,IN,2
00792,29578,Jack,NA,Metcalf,NA,1927,M,hr,1995-01-04,1997-01-03,REP,WA,2
00792,29578,Jack,NA,Metcalf,NA,1927,M,hr,1997-01-07,1999-01-03,REP,WA,2
00792,29578,Jack,NA,Metcalf,NA,1927,M,hr,1999-01-06,2001-01-03,REP,WA,2
00813,29366,David,NA,Minge,NA,1942,M,hr,1993-01-05,1995-01-03,DEM,MN,2
00813,29366,David,NA,Minge,NA,1942,M,hr,1995-01-04,1997-01-03,DEM,MN,2
00813,29366,David,NA,Minge,NA,1942,M,hr,1997-01-07,1999-01-03,DEM,MN,2
00813,29366,David,NA,Minge,NA,1942,M,hr,1999-01-06,2001-01-03,DEM,MN,2
01408,14907,Frank,H.,Murkowski,NA,1933,M,se,1981-01-05,1987-01-03,REP,AK,NA
01408,14907,Frank,H.,Murkowski,NA,1933,M,se,1987-01-06,1993-01-03,REP,AK,NA
01408,14907,Frank,H.,Murkowski,NA,1933,M,se,1993-01-05,1999-01-03,REP,AK,NA
01408,14907,Frank,H.,Murkowski,NA,1933,M,se,1999-01-06,2002-12-19,REP,AK,NA
01412,14908,Don,NA,Nickles,NA,1948,M,se,1981-01-05,1987-01-03,REP,OK,NA
01412,14908,Don,NA,Nickles,NA,1948,M,se,1987-01-06,1993-01-03,REP,OK,NA
01412,14908,Don,NA,Nickles,NA,1948,M,se,1993-01-05,1999-01-03,REP,OK,NA
01412,14908,Don,NA,Nickles,NA,1948,M,se,1999-01-06,2005-01-03,REP,OK,NA
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1983-01-03,1985-01-03,REP,CA,43
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1985-01-03,1987-01-03,REP,CA,43
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1987-01-06,1989-01-03,REP,CA,43
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1989-01-03,1991-01-03,REP,CA,43
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1991-01-03,1993-01-03,REP,CA,43
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1993-01-05,1995-01-03,REP,CA,48
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1995-01-04,1997-01-03,REP,CA,48
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1997-01-07,1999-01-03,REP,CA,48
00886,15051,Ron,NA,Packard,NA,1931,M,hr,1999-01-06,2001-01-03,REP,CA,48
01511,29719,Edward,A.,Pease,NA,1951,M,hr,1997-01-07,1999-01-03,REP,IN,7
01511,29719,Edward,A.,Pease,NA,1951,M,hr,1999-01-06,2001-01-03,REP,IN,7
00916,15437,Owen,B.,Pickett,NA,1930,M,hr,1987-01-06,1989-01-03,DEM,VA,2
00916,15437,Owen,B.,Pickett,NA,1930,M,hr,1989-01-03,1991-01-03,DEM,VA,2
00916,15437,Owen,B.,Pickett,NA,1930,M,hr,1991-01-03,1993-01-03,DEM,VA,2
00916,15437,Owen,B.,Pickett,NA,1930,M,hr,1993-01-05,1995-01-03,DEM,VA,2
00916,15437,Owen,B.,Pickett,NA,1930,M,hr,1995-01-04,1997-01-03,DEM,VA,2
00916,15437,Owen,B.,Pickett,NA,1930,M,hr,1997-01-07,1999-01-03,DEM,VA,2
00916,15437,Owen,B.,Pickett,NA,1930,M,hr,1999-01-06,2001-01-03,DEM,VA,2
00923,14677,John,Edward,Porter,NA,1935,M,hr,1979-01-15,1981-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1981-01-05,1983-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1983-01-03,1985-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1985-01-03,1987-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1987-01-06,1989-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1989-01-03,1991-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1991-01-03,1993-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1993-01-05,1995-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1995-01-04,1997-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1997-01-07,1999-01-03,REP,IL,10
00923,14677,John,Edward,Porter,NA,1935,M,hr,1999-01-06,2001-01-03,REP,IL,10
01519,29708,James,E.,Rogan,NA,1957,M,hr,1997-01-07,1999-01-03,REP,CA,27
01519,29708,James,E.,Rogan,NA,1957,M,hr,1999-01-06,2001-01-03,REP,CA,27
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1977-01-04,1979-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1979-01-15,1981-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1981-01-05,1983-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1983-01-03,1985-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1985-01-03,1987-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1987-01-06,1989-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1989-01-03,1991-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1991-01-03,1993-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1993-01-05,1995-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1995-01-04,1997-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1997-01-07,1999-01-03,DEM,MN,4
01185,14458,Bruce,F.,Vento,NA,1940,M,hr,1999-01-06,2001-01-03,DEM,MN,4
01538,29753,Robert,A.,Weygand,NA,1948,M,hr,1997-01-07,1999-01-03,DEM,RI,2
01538,29753,Robert,A.,Weygand,NA,1948,M,hr,1999-01-06,2001-01-03,DEM,RI,2
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1983-01-03,1985-01-03,DEM,WV,3
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1985-01-03,1987-01-03,DEM,WV,3
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1987-01-06,1989-01-03,DEM,WV,3
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1989-01-03,1991-01-03,DEM,WV,3
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1991-01-03,1993-01-03,DEM,WV,3
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1993-01-05,1995-01-03,DEM,WV,2
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1995-01-04,1997-01-03,DEM,WV,2
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1997-01-07,1999-01-03,DEM,WV,2
01237,15077,Robert,E.,Wise,Jr.,1948,M,hr,1999-01-06,2001-01-03,DEM,WV,2
01624,49904,Zell,Bryan,Miller,NA,1932,M,se,2000-07-24,2005-01-03,DEM,GA,NA
00013,29148,George,Felix,Allen,NA,1952,M,hr,1991-11-05,1993-01-03,REP,VA,7
00013,29148,George,Felix,Allen,NA,1952,M,se,2001-01-03,2007-01-03,REP,VA,NA
00028,15125,Richard,K.,Armey,NA,1940,M,hr,1985-01-03,1987-01-03,REP,TX,26
00028,15125,Richard,K.,Armey,NA,1940,M,hr,1987-01-06,1989-01-03,REP,TX,26
00028,15125,Richard,K.,Armey,NA,1940,M,hr,1989-01-03,1991-01-03,REP,TX,26
00028,15125,Richard,K.,Armey,NA,1940,M,hr,1991-01-03,1993-01-03,REP,TX,26
00028,15125,Richard,K.,Armey,NA,1940,M,hr,1993-01-05,1995-01-03,REP,TX,26
00028,15125,Richard,K.,Armey,NA,1940,M,hr,1995-01-04,1997-01-03,REP,TX,26
00028,15125,Richard,K.,Armey,NA,1940,M,hr,1997-01-07,1999-01-03,REP,TX,26
00028,15125,Richard,K.,Armey,NA,1940,M,hr,1999-01-06,2001-01-03,REP,TX,26
00028,15125,Richard,K.,Armey,NA,1940,M,hr,2001-01-03,2003-01-03,REP,TX,26
00048,29528,John,NA,Baldacci,NA,1955,M,hr,1995-01-04,1997-01-03,DEM,ME,2
00048,29528,John,NA,Baldacci,NA,1955,M,hr,1997-01-07,1999-01-03,DEM,ME,2
00048,29528,John,NA,Baldacci,NA,1955,M,hr,1999-01-06,2001-01-03,DEM,ME,2
00048,29528,John,NA,Baldacci,NA,1955,M,hr,2001-01-03,2003-01-03,DEM,ME,2
00052,29363,James,A.,Barcia,NA,1952,M,hr,1993-01-05,1995-01-03,DEM,MI,5
00052,29363,James,A.,Barcia,NA,1952,M,hr,1995-01-04,1997-01-03,DEM,MI,5
00052,29363,James,A.,Barcia,NA,1952,M,hr,1997-01-07,1999-01-03,DEM,MI,5
00052,29363,James,A.,Barcia,NA,1952,M,hr,1999-01-06,2001-01-03,DEM,MI,5
00052,29363,James,A.,Barcia,NA,1952,M,hr,2001-01-03,2003-01-03,DEM,MI,5
00056,29511,Bob,NA,Barr,NA,1948,M,hr,1995-01-04,1997-01-03,REP,GA,7
00056,29511,Bob,NA,Barr,NA,1948,M,hr,1997-01-07,1999-01-03,REP,GA,7
00056,29511,Bob,NA,Barr,NA,1948,M,hr,1999-01-06,2001-01-03,REP,GA,7
00056,29511,Bob,NA,Barr,NA,1948,M,hr,2001-01-03,2003-01-03,REP,GA,7
00058,39315,Thomas,M.,Barrett,NA,1953,M,hr,1993-01-05,1995-01-03,DEM,WI,5
00058,39315,Thomas,M.,Barrett,NA,1953,M,hr,1995-01-04,1997-01-03,DEM,WI,5
00058,39315,Thomas,M.,Barrett,NA,1953,M,hr,1997-01-07,1999-01-03,DEM,WI,5
00058,39315,Thomas,M.,Barrett,NA,1953,M,hr,1999-01-06,2001-01-03,DEM,WI,5
00058,39315,Thomas,M.,Barrett,NA,1953,M,hr,2001-01-03,2003-01-03,DEM,WI,5
00079,29574,Ken,NA,Bentsen,NA,1959,M,hr,1995-01-04,1997-01-03,DEM,TX,25
00079,29574,Ken,NA,Bentsen,NA,1959,M,hr,1997-01-07,1999-01-03,DEM,TX,25
00079,29574,Ken,NA,Bentsen,NA,1959,M,hr,1999-01-06,2001-01-03,DEM,TX,25
00079,29574,Ken,NA,Bentsen,NA,1959,M,hr,2001-01-03,2003-01-03,DEM,TX,25
