"","V1","V2","V3","V4","V5"
"ests",4.77352355338256,1.95636113515474,-3.57903776096228,4.18932656714174,-8.65767407686122
"ests",4.74494054096291,2.02419055838669,-3.62286206167299,4.27817140220384,-7.75237683028488
"ests",4.6582319196984,1.95311966859797,-3.57251591681106,4.20915018999086,-6.54059210679643
"ests",4.76500404526444,2.00226721978733,-3.66415120931923,4.33819667998224,-9.14726424147682
"ests",4.7253446925426,1.99521670969661,-3.56682410143603,4.19976843179035,-5.73240498928142
"ests",4.77528011793828,1.95734320459749,-3.59183273300853,4.24880234887806,-7.37683700800211
"ests",4.7064773669644,1.95939155840888,-3.56891800129338,4.2082901726804,-7.19435961654044
"ests",4.7309558462235,1.98353923475481,-3.62804097721024,4.27500142679193,-9.41586515153254
"ests",4.71417568605558,2.02715850402605,-3.61081489460599,4.26728324077276,-6.55830738802827
"ests",4.64541112854053,1.96215335498857,-3.57509235465235,4.2152875957109,-7.22253871806587
"ests",4.80815802758668,1.99413280348225,-3.62520186253492,4.29283391774361,-7.17353821417694
"ests",4.75655151570394,1.95870037368747,-3.60914099785947,4.2810327507419,-7.50586417085066
"ests",4.69604959451537,1.94645027653624,-3.56866507770844,4.21842352372773,-6.06584266598574
"ests",4.59159118079413,1.94096286560554,-3.49690425180527,4.10040192881242,-6.78693854229678
"ests",4.78244284223364,1.96369161265132,-3.6198905889046,4.26719417339083,-7.94105769718336
"ests",4.80885444382952,1.97745142156785,-3.60856505352758,4.26459350258778,-7.1044927688729
"ests",4.66993071268276,1.91924198842681,-3.58658491127396,4.19465849428784,-9.80664541282882
"ests",4.60372646077331,1.97048319148368,-3.52450402007227,4.12513535439169,-8.6811233061663
"ests",4.71952869541698,1.99039137235785,-3.59071766860745,4.23288899047623,-6.84920992269662
"ests",4.71406355882557,1.95411806251033,-3.5411872868039,4.14117386602811,-7.54507629261112
"ests",4.71157020274529,1.98512201939731,-3.6038201745931,4.2763803633684,-6.73355012698616
"ests",4.7046402219441,1.99231577031667,-3.61711438293238,4.24984088514358,-8.15428961930587
"ests",4.7069439471015,1.99059935838946,-3.63463723240982,4.30775990856499,-7.99300010248792
"ests",4.66013305207098,1.99180702306555,-3.64185244101,4.2936812539368,-9.30994530112418
"ests",4.57193908215247,1.97371631847934,-3.57035676669036,4.1995507718508,-9.44106173502827
"ests",4.68614201793992,1.98232044978242,-3.56189293834585,4.21311952334615,-3.41056290146013
"ests",4.74959907773509,2.011155728745,-3.64463729986829,4.27972180516419,-10.0208588889958
"ests",4.72264079971719,1.96464317770199,-3.63590625394539,4.28132500457493,-7.95703174975313
"ests",4.58880796090833,1.96933393798668,-3.55711054067506,4.15638935150835,-11.7232955532306
"ests",4.67920158916475,1.96778091311337,-3.56085162975715,4.21027116464638,-6.72922038358991
"ests",4.7089159055078,1.92461399481983,-3.54793514670416,4.16172327282125,-8.0841405001217
"ests",4.60134766056682,1.95427696173585,-3.56466879317025,4.1742734602991,-8.06732447699348
"ests",4.75974544755512,1.94167451582989,-3.59055522759376,4.22860221986282,-8.07890199888036
"ests",4.60636361589374,1.95981349645625,-3.54163707128342,4.13320881820589,-9.53208172599873
"ests",4.73427534302009,1.94643409387144,-3.57112583846956,4.22379926683455,-7.66923814630538
"ests",4.65961820360332,1.98650830966054,-3.5699606627001,4.21448428144599,-7.15608554467059
"ests",4.76427263609042,1.99471680525879,-3.61985432447142,4.26581614818669,-9.85537028806407
"ests",4.77332506421869,1.97665591743745,-3.59085621697474,4.25207436094729,-7.10047891795034
"ests",4.77756384730508,2.00430374964291,-3.63943480738817,4.30721667258108,-6.66569012315516
"ests",4.64841599378363,1.96804697319991,-3.61139189147773,4.23619500513419,-17.2819133344101
"ests",4.7266954368673,2.00319357291753,-3.58823718493352,4.24391549437965,-7.58904555104488
"ests",4.76632846113972,1.99535451528393,-3.61190135913047,4.2899096982074,-6.9285234509507
"ests",4.8403187863055,2.02413642782033,-3.71273749317693,4.37383035186871,-10.8965509056772
"ests",4.67612799438004,1.92341858096873,-3.56827178845705,4.2027602805437,-7.08172961888268
"ests",4.63187939577135,1.95120111567748,-3.55030643031615,4.15248312215811,-11.692825506472
"ests",4.84159191422223,2.02274703232978,-3.64813646315262,4.34743356051452,-5.44683467964686
"ests",4.7129024563323,1.98647642649174,-3.6338362139821,4.28053394739548,-11.1693882938104
"ests",4.76499188799523,1.97012651883655,-3.59366022146962,4.23562114132103,-6.07216129198196
"ests",4.72138811104213,2.01126768430916,-3.59869935291669,4.23677506835264,-5.58835040442363
"ests",4.65626790465109,1.93111796813725,-3.54561335197523,4.17048616635156,-7.24256538285544
"ests",4.73811646552751,1.95947611231304,-3.62956988227118,4.26694470086682,-10.9532176750764
"ests",4.74029759828283,1.96979072336785,-3.59558242626727,4.22246412306674,-7.47911977079397
"ests",4.71684518932589,1.97502236651878,-3.59230729113411,4.25575675237206,-5.88977153309362
"ests",4.68682462126037,1.91640898421934,-3.60021975100464,4.21439516104907,-10.9014961038936
"ests",4.68786482486771,1.97711295445421,-3.5787905442601,4.21232695400871,-7.28856503735792
"ests",4.67024275942923,1.94741733118399,-3.5936817134317,4.23012727009926,-7.09642672857127
"ests",4.61686849327435,1.9571371630243,-3.50224902196864,4.09761428396829,-7.59105435210358
"ests",4.69400863238044,1.90108381800258,-3.5702708702081,4.20281096675464,-6.14321794798586
"ests",4.72266202145624,1.98610615994461,-3.57707205726696,4.21051253053916,-8.05550725838758
"ests",4.67837087412813,1.9547802302436,-3.5775667684885,4.2032326630574,-6.7357752702694
"ests",4.67610575348654,1.96696752606301,-3.59374231302442,4.24000277394272,-7.08085248749423
"ests",4.67114940851737,1.98818632682212,-3.60079816504254,4.24156162984859,-8.71132392551326
"ests",4.61966066414071,1.96102733912222,-3.53475432621172,4.15783551100522,-6.48652959868841
"ests",4.79643178379667,1.95211251763431,-3.58872308346621,4.26151145014657,-6.37184174389643
"ests",4.70136074008443,1.96267025759402,-3.58556055498176,4.22295314044549,-5.39900362405934
"ests",4.66026485660267,1.99983814393394,-3.62839503405581,4.26310996998609,-7.86125093249982
"ests",4.6630299502088,2.00650988795016,-3.58647524106756,4.23715964697157,-5.41569735290248
"ests",4.66361630383448,1.97395116320536,-3.5703125361473,4.21527981982058,-6.29516726143006
"ests",4.80831065994871,1.98677177353721,-3.6738559304267,4.34119152142752,-9.10323873876019
"ests",4.77041902312912,1.97200569139304,-3.62614589416685,4.29633417469257,-5.99310172373387
"ests",4.82177785390993,1.9847463643167,-3.61063007044696,4.24824796653423,-9.18260736714574
"ests",4.81035907524834,1.99419838249072,-3.63199014391196,4.27013342976499,-8.93054491954873
"ests",4.69932639941808,1.99868240206588,-3.58487689062808,4.21974077914392,-7.83389324428056
"ests",4.71086333167576,1.92137200308708,-3.5513302300129,4.19815620177528,-4.31502037080455
"ests",4.92041246538612,2.01361987394838,-3.67660578704689,4.37711741194771,-6.57215576883401
"ests",4.67021751711969,1.97120465990396,-3.58065675539577,4.22747746021573,-6.57273183579247
"ests",4.76304121249611,1.98399689615923,-3.56270077014764,4.20100145137392,-5.24959551455119
"ests",4.7656369063033,1.98932149920503,-3.56382384039208,4.21124451256897,-6.28226774380349
"ests",4.85969697438218,2.01468279835553,-3.60055451309875,4.2649001116176,-5.3124692471559
"ests",4.7193333312034,1.95572917433292,-3.55600614802516,4.19902173992021,-4.95338156439399
"ests",4.58494421278973,1.96498321342072,-3.54765203020207,4.16702084022767,-7.79959761422735
"ests",4.63526544138668,2.00314689386539,-3.60180325671661,4.22686764070624,-8.36083883264887
"ests",4.60106980387243,1.97957469038415,-3.55976769427316,4.16498901791915,-7.26982050362738
"ests",4.72354661659898,1.99502149357555,-3.60793551693452,4.25474654432132,-7.71086198756025
"ests",4.63185396522444,1.95175430650868,-3.54504551580419,4.17876271868789,-7.73396641168689
"ests",4.79547499499796,1.96533712880848,-3.61537025711708,4.29994574733947,-6.80783839144295
"ests",4.72708542939033,1.99456204723957,-3.5711912715961,4.20420069030007,-6.89038021962931
"ests",4.71898566531489,1.99271505826337,-3.58277869687658,4.17975106915317,-9.90798780569694
"ests",4.73342289051911,1.9746938382405,-3.59119526162931,4.23862580139583,-8.58327792313323
"ests",4.66929296186301,1.97918622468679,-3.59471125917558,4.24503508459797,-5.7001670152444
"ests",4.72773793757335,1.96475640035994,-3.56702810392451,4.22842777258081,-5.01441837650933
"ests",4.81368729144863,2.04935953970375,-3.58965903496453,4.23997555455824,-7.17413851407589
"ests",4.74630511058182,1.9988026221392,-3.57295021864566,4.22615381616824,-5.99513754465679
"ests",4.74210892555939,1.98718578036329,-3.57822897787062,4.23169192973813,-4.99203753766566
"ests",4.70459022418331,1.9597412622169,-3.56910559956344,4.20033632340662,-7.16776274788864
"ests",4.66655354577771,1.9780297168169,-3.56389445907942,4.18607411279809,-8.33477610054659
"ests",4.65407048806239,1.9859028520077,-3.54808137138891,4.17833062387032,-7.41567756351468
"ests",4.66460729912268,1.93780242138083,-3.56719554304739,4.20462080166834,-5.27214990040459
"ests",4.72587415228552,1.98814982602892,-3.63506006771743,4.28184836834661,-7.89169962826358
"ests",4.6723991130247,1.96439291308879,-3.57146678590351,4.18197020836364,-8.48094817227986
"ests",4.71115862150662,1.97598637809076,-3.61017379699337,4.21644916304917,-10.6732856763501
"ests",4.65604533405764,1.96661847667285,-3.60077061068463,4.24231879079626,-8.54747984273631
"ests",4.76902965424583,1.99591540828974,-3.55646867841031,4.20583667923454,-5.88181631484194
"ests",4.66531831940079,1.98262413145223,-3.57173371077411,4.21026878754603,-7.38056267046333
"ests",4.66314906421793,2.01311013097783,-3.59071180861136,4.22994301524135,-7.37915333677219
"ests",4.71953355308683,1.99520190880518,-3.64383000202723,4.29033856346448,-10.5116867611445
"ests",4.75532713038426,2.00722141058892,-3.60171677329753,4.26437349079825,-6.24292454879086
"ests",4.83738588714329,1.99500409801314,-3.60103544501777,4.26429148687726,-5.95353707859724
"ests",4.62160829735108,1.98242920404031,-3.52567481744993,4.14952470097384,-6.95566696575796
"ests",4.64416867242636,1.93362523840097,-3.55811658073317,4.17311160711757,-8.71438652872176
"ests",4.70059040540978,1.95840923712312,-3.55836821818693,4.17561909049303,-8.54556503556763
"ests",4.73960947119018,1.9455649901963,-3.58165328801698,4.22640342328682,-6.57055114033963
"ests",4.60153147213459,1.98559545950643,-3.52393051158859,4.09668509068696,-6.4982638464554
"ests",4.70189995722422,1.98543116120533,-3.58175997116284,4.2462226817062,-4.33938047145359
"ests",4.7643288568753,2.00679828966161,-3.63576193726545,4.27855443909927,-8.20563825815139
"ests",4.71742290535083,2.00290213216202,-3.56948672402349,4.21591883138504,-6.44435134522226
"ests",4.75915676847553,2.02748933762314,-3.6261073535705,4.28929065306307,-8.86549962589222
"ests",4.69463077198549,1.96718640490857,-3.58718766071682,4.2131414519085,-7.37583326975749
"ests",4.65856193029104,1.96678024698966,-3.5688480947199,4.18550782385912,-8.54833688565031
"ests",4.60748623831398,1.97631943150869,-3.57425745349219,4.22317037351555,-7.97373151219958
"ests",4.66487924421998,1.97155315170472,-3.60209211769132,4.2520837075414,-9.64103460339762
"ests",4.69853178586782,1.94630200160284,-3.56072621281005,4.18843517195535,-8.12086054248789
"ests",4.7198614109891,1.96546769293792,-3.62086785788849,4.23977998110437,-10.6688511763845
"ests",4.65327006545845,1.97085850346553,-3.56109694425794,4.17600594482639,-6.10458812890979
"ests",4.66914671447864,1.99627578699105,-3.56975492314982,4.19517605845555,-7.85282445129065
"ests",4.76424676547115,1.9662303077128,-3.56167536191115,4.19724199194731,-6.2315842687695
"ests",4.67005532592393,1.98166133950319,-3.60561016762571,4.23836426127513,-8.37101723595791
"ests",4.69297576320648,1.98048663088281,-3.59513244813803,4.23056709934089,-7.1931728369014
"ests",4.73196304470877,1.98622700547996,-3.58064712258202,4.21675269099601,-6.15219832519775
"ests",4.5865859999787,1.95129453303462,-3.54313798309105,4.15364474901042,-6.8025078873346
"ests",4.67409756036027,1.94457988990956,-3.56039119494859,4.21657323424891,-6.74645843621558
"ests",4.76322432320206,2.03812834396724,-3.63710023140658,4.31291848174542,-7.97227932459636
"ests",4.70903091719706,1.97923425752413,-3.57161475684643,4.20089689268754,-5.71401789147384
"ests",4.55821561022605,1.97236685868911,-3.5518955213108,4.18325648044355,-5.82936448484693
"ests",4.70446891141131,1.97514974636807,-3.60457171474812,4.24688496506872,-6.882784340667
"ests",4.68579273104049,2.01342719089238,-3.6295409942332,4.25753044049491,-10.4936584535544
"ests",4.7532290094108,1.94272554486649,-3.59434836546649,4.23784891221202,-7.02177935760225
"ests",4.65098575426107,1.92706374983932,-3.5440116524721,4.16807157042386,-6.43551858180205
"ests",4.72180627329128,1.99915306134428,-3.63646006578379,4.30294032326556,-6.62663685430902
"ests",4.69375834338161,1.9816901448507,-3.56792141840159,4.21623724250883,-6.36278806380431
"ests",4.72093193356252,1.98694359346796,-3.58927495268787,4.25939662707044,-6.43162321053948
"ests",4.70813357170316,1.94243272155552,-3.56700181579735,4.21354798954225,-5.87424409185132
"ests",4.72947990424353,1.98081471047711,-3.56731350078739,4.20738253196947,-6.62774295804408
"ests",4.69492038466789,1.96492600045126,-3.56324016941484,4.20005192914991,-5.88832761217366
"ests",4.70823105510571,1.96041866552123,-3.59492248954885,4.27860452589379,-8.6905817043571
"ests",4.73545799635863,1.98106450057735,-3.65061811541705,4.28362431019407,-13.9041420267861
"ests",4.69291933283039,1.94574633264142,-3.55526964468277,4.20389146166065,-5.81287794538673
"ests",4.68036334049879,1.9628528138815,-3.54174437078133,4.19563813773832,-6.55810659163923
"ests",4.8091370845471,2.01615516144284,-3.64043060539359,4.32115899903192,-8.90800578489328
"ests",4.68961951219687,1.9496141400096,-3.59136306501374,4.24446117122546,-6.9967995366542
"ests",4.7691668641453,1.95752464826147,-3.59491876699083,4.21404838411109,-8.09340439145007
"ests",4.74635903367555,2.01684489484068,-3.62187980532824,4.27332951203145,-8.49295826592273
"ests",4.77787284379147,1.99399476091852,-3.60804714387271,4.25489562823928,-9.29671866664905
"ests",4.62479175795745,1.9407646370955,-3.56713436575764,4.18814406308118,-6.46200831658672
"ests",4.76575997959258,1.95718555229836,-3.59779688298536,4.25316195563898,-6.38574977332234
"ests",4.696595952883,1.99438880905129,-3.55717324886544,4.18524846879869,-8.12515505548274
"ests",4.73653667034806,2.00697159437283,-3.62892271024764,4.27860007289421,-7.8458324629417
"ests",4.64430485542048,1.95470953700851,-3.60890239484038,4.23608924510543,-10.886097593086
"ests",4.70277769346466,2.02889482053215,-3.66921103300114,4.32189832393785,-10.2282913955803
"ests",4.70677746994434,1.95052154231769,-3.55954419915196,4.18152704441289,-5.04355820266767
"ests",4.73498817640408,1.94329701391479,-3.54684304057675,4.1525998225492,-8.18390334096516
"ests",4.67314506234284,1.96263083677763,-3.59013326060443,4.23114046729356,-7.55286474345762
"ests",4.7198120247326,1.99857268266775,-3.62452109779634,4.26717020286983,-7.26710061549988
"ests",4.73196132489031,1.93460772778151,-3.59380546889465,4.23031554646904,-8.3087236283667
"ests",4.75838761469441,1.98814116598925,-3.62827587334573,4.29776820507807,-6.95083765473212
"ests",4.65909742535775,1.95381501178076,-3.56463522528945,4.19300670769456,-7.08488742083012
"ests",4.80372597700766,1.97942010205118,-3.64320874906284,4.33317118542963,-6.92327451933857
"ests",4.70654920024744,1.94884799212364,-3.59859566063664,4.2285059345809,-8.61386258178199
"ests",4.64005397622689,1.96648070915505,-3.61140849716711,4.24606685739376,-7.42243993102898
"ests",4.6659769874299,1.99413296480273,-3.59004134365884,4.26779363522755,-5.86365395142552
"ests",4.73086338839479,1.99802820668132,-3.62094511733837,4.29017914928645,-8.00590220064997
"ests",4.76249774033747,1.99444662066109,-3.60716839879025,4.28055278102007,-7.78835195686945
"ests",4.56150477693616,1.90533133740114,-3.46379829457837,4.03832552010221,-6.69025395021024
"ests",4.66760802674244,2.03003561211931,-3.64200192232609,4.28184375409303,-10.0836858292279
"ests",4.63593409430335,1.99035339945294,-3.56932333977022,4.2043810561856,-5.80315526095755
"ests",4.7085852241473,1.94301182962003,-3.58153948654031,4.2197139909315,-10.4937080865394
"ests",4.79660823185273,1.98529364717186,-3.61401856155784,4.27532557737993,-5.83894386086575
"ests",4.65199396252758,1.9743557456626,-3.59727745271222,4.2160083577675,-8.86973574686008
"ests",4.7527440194488,1.99263687523881,-3.59006449239852,4.23713748452013,-7.56179923488322
"ests",4.77427291385338,1.96822130935134,-3.5846941742471,4.24092429169178,-5.935602946355
"ests",4.74283580894078,2.00073842205152,-3.64227753537392,4.2765584343207,-12.0530124992933
"ests",4.71650547332798,1.99842441108544,-3.61232094701131,4.28000975056041,-6.10693511033639
"ests",4.58136128711903,1.95385939972987,-3.51013065883719,4.13119216203087,-3.62145286732329
"ests",4.69877833055389,1.97383898988045,-3.57308238742655,4.2030450052517,-7.97298662795128
"ests",4.69922453768885,1.9984270534447,-3.63659318117429,4.28109393356405,-9.62721341882003
"ests",4.76271814434581,1.98278850721352,-3.61365374425638,4.26979536409708,-8.88585293149935
"ests",4.75494602664799,2.01002035577237,-3.61147494284179,4.27223417360658,-8.61697274002418
"ests",4.7181681916097,1.9685356635321,-3.62547252470352,4.27079253439789,-9.90652056562803
"ests",4.64364267454584,1.9971443773987,-3.56816108495117,4.17708247713138,-9.05304482834794
"ests",4.71463598873151,2.01205149251445,-3.64098145620907,4.26785763080575,-9.28418545333964
"ests",4.68652480224427,2.00241191676146,-3.58620948431542,4.23011355829615,-5.53053064767331
"ests",4.80849699133273,2.01713558079726,-3.62663882074877,4.28979640541808,-8.3474583463513
"ests",4.70444561419438,1.94446765493429,-3.54361685392197,4.15501867827845,-7.45444526322459
"ests",4.67077283390109,1.93205836828044,-3.53941492548017,4.15703156083641,-7.06483708730565
"ests",4.75518761793761,1.98864337385617,-3.57786048153768,4.226371622318,-6.430314642748
"ests",4.70684264126395,2.00131031106317,-3.60378205689412,4.22512496685041,-8.29490498510962
"ests",4.66830742312841,1.97167869059422,-3.54152762658539,4.18089958750018,-6.84578569777337
"ests",4.73365136670902,1.90167493370841,-3.56632220152243,4.19869909087989,-7.72447516188379
"ests",4.71169732346892,1.98397770448162,-3.55308173481008,4.17324817621768,-6.77934217481302
"ests",4.74805129748593,1.97424054863839,-3.59044632405746,4.23142421378748,-8.14230364622534
"ests",4.73320950697444,2.02207654103159,-3.61904970260142,4.29196727826486,-7.72309341420679
"ests",4.79858908687317,1.95542918996244,-3.61178244471263,4.26260810446589,-7.42309187857786
"ests",4.69189481174749,1.97191777094686,-3.5576534642029,4.18192251647121,-7.45879498673715
"ests",4.70492782265483,1.99642210089865,-3.61441038275935,4.259440495079,-9.95032223056442
"ests",4.65991180207643,1.94033491755145,-3.60994215140658,4.23525299912542,-11.2129251684776
"ests",4.62817183452659,1.97699005054973,-3.57646166851623,4.22000773946046,-8.44295401277934
"ests",4.64050130232709,1.98668677684283,-3.53769712755011,4.14157388007314,-7.36365383740837
"ests",4.66786355327405,1.90279618452641,-3.57034165605296,4.1887696635797,-7.53765681698762
"ests",4.70943467279445,2.00639250397189,-3.64364724501278,4.29124795848954,-9.57456697314564
"ests",4.8093329798954,1.99421672356639,-3.60112623866496,4.2492417550738,-8.02349209357541
"ests",4.73882619538866,1.96182176093934,-3.55439076277871,4.20980050402243,-8.09501926496437
"ests",4.74621462764648,1.981688504887,-3.60267997793515,4.25527867754832,-6.93094565870054
"ests",4.72555148676445,1.98562476394447,-3.61727385240183,4.25890315339245,-7.9678306408783
"ests",4.72879915949445,2.01883821332142,-3.59643946615662,4.24272834137883,-6.43252745409007
"ests",4.75164622634798,1.96232591889888,-3.6162008013634,4.24380491004895,-9.32390800225443
"ests",4.68791332015302,1.96970130056657,-3.5682691215158,4.20591147790217,-7.84601421576445
"ests",4.6442961803944,1.95839550171374,-3.61349373708725,4.22347675605274,-11.7473151979741
"ests",4.77406238275771,2.0188492658083,-3.65589801606802,4.32798564392189,-10.5860610512899
"ests",4.72094523187155,1.96869692683319,-3.60561527673165,4.25325809973635,-7.71657006715428
"ests",4.65653847588555,1.96617470979319,-3.55406644762313,4.20573878494913,-6.03444165541009
"ests",4.76386270721624,2.01392063311282,-3.58341522538359,4.22363775409658,-6.89993191818461
"ests",4.67510819802615,1.94755786155327,-3.54550784988173,4.13826655010574,-7.31003840469801
"ests",4.66520073605501,1.98022016838571,-3.56959659061812,4.19134654648385,-6.66465790831396
"ests",4.69988921800655,1.9568787798443,-3.58765508594877,4.23516824711606,-6.17955113918047
"ests",4.74063628499463,1.97024686394652,-3.56214721872997,4.18086303240404,-6.22476554219298
"ests",4.80221615837782,1.98528086386192,-3.60038031063014,4.25836179179425,-5.54988671735383
